target_time_utc,target_time_local,power_farm_plan,power_t1_plan,power_t2_plan,p10_plan,p90_plan,plan_revision,plan_run_id,power_farm_bid,bid_run_id,plan_mw
2026-02-13 05:00:00+00:00,2026-02-13T10:00:00+05:00,0.0071,0.013,0.0075,0.0,0.102,0,20260213T0000-8c1cc9,0.0069,20260212T0000-c4f0f4,0.036
2026-02-13 06:00:00+00:00,2026-02-13T11:00:00+05:00,0.0061,0.0053,0.0071,0.0,0.0395,0,20260213T0000-8c1cc9,0.0028,20260212T0000-c4f0f4,0.031
2026-02-13 07:00:00+00:00,2026-02-13T12:00:00+05:00,0.0094,0.0054,0.003,0.0,0.0094,0,20260213T0000-8c1cc9,0.0085,20260212T0000-c4f0f4,0.047
2026-02-13 08:00:00+00:00,2026-02-13T13:00:00+05:00,0.0222,0.0386,0.0317,0.0,0.2372,0,20260213T0000-8c1cc9,0.0152,20260212T0000-c4f0f4,0.111
2026-02-13 09:00:00+00:00,2026-02-13T14:00:00+05:00,0.034,0.0435,0.0465,0.0,0.2225,1,20260213T0000-8c1cc9,0.0169,20260212T0000-c4f0f4,0.17
2026-02-13 10:00:00+00:00,2026-02-13T15:00:00+05:00,0.0275,0.0278,0.0308,0.0,0.1528,1,20260213T0000-8c1cc9,0.0193,20260212T0000-c4f0f4,0.138
2026-02-13 11:00:00+00:00,2026-02-13T16:00:00+05:00,0.0355,0.0329,0.0359,0.0,0.1889,1,20260213T0000-8c1cc9,0.0353,20260212T0000-c4f0f4,0.178
2026-02-13 12:00:00+00:00,2026-02-13T17:00:00+05:00,0.026,0.0224,0.0204,0.0,0.164,1,20260213T0000-8c1cc9,0.043,20260212T0000-c4f0f4,0.13
2026-02-13 13:00:00+00:00,2026-02-13T18:00:00+05:00,0.0449,0.0455,0.036,0.0,0.2913,1,20260213T0000-8c1cc9,0.0378,20260212T0000-c4f0f4,0.224
2026-02-13 14:00:00+00:00,2026-02-13T19:00:00+05:00,0.0919,0.0975,0.0785,0.0,0.4863,1,20260213T0000-8c1cc9,0.0272,20260212T0000-c4f0f4,0.459
2026-02-13 15:00:00+00:00,2026-02-13T20:00:00+05:00,0.2287,0.233,0.2259,0.0035,0.802,1,20260213T0000-8c1cc9,0.0438,20260212T0000-c4f0f4,1.144
2026-02-13 16:00:00+00:00,2026-02-13T21:00:00+05:00,0.5205,0.4755,0.5095,0.0879,0.901,1,20260213T0000-8c1cc9,0.1044,20260212T0000-c4f0f4,2.602
2026-02-13 17:00:00+00:00,2026-02-13T22:00:00+05:00,0.573,0.5136,0.5481,0.118,0.8738,1,20260213T0000-8c1cc9,0.2747,20260212T0000-c4f0f4,2.865
2026-02-13 18:00:00+00:00,2026-02-13T23:00:00+05:00,0.4985,0.5118,0.4887,0.0794,0.9718,1,20260213T0000-8c1cc9,0.321,20260212T0000-c4f0f4,2.492
2026-02-13 19:00:00+00:00,2026-02-14T00:00:00+05:00,0.5785,0.5778,0.5574,0.1004,0.9926,0,20260214T0000-c54de7,0.5511,20260213T0000-8c1cc9,2.892
2026-02-13 20:00:00+00:00,2026-02-14T01:00:00+05:00,0.6895,0.6794,0.6885,0.1534,1.0,0,20260214T0000-c54de7,0.5703,20260213T0000-8c1cc9,3.448
2026-02-13 21:00:00+00:00,2026-02-14T02:00:00+05:00,0.6946,0.6994,0.6639,0.1348,1.0,0,20260214T0000-c54de7,0.5568,20260213T0000-8c1cc9,3.473
2026-02-13 22:00:00+00:00,2026-02-14T03:00:00+05:00,0.7528,0.7598,0.7451,0.2276,1.0,0,20260214T0000-c54de7,0.5131,20260213T0000-8c1cc9,3.764
2026-02-13 23:00:00+00:00,2026-02-14T04:00:00+05:00,0.7556,0.7975,0.7058,0.2318,0.9938,0,20260214T0000-c54de7,0.3454,20260213T0000-8c1cc9,3.778
2026-02-14 00:00:00+00:00,2026-02-14T05:00:00+05:00,0.6725,0.7238,0.6367,0.1752,0.9892,0,20260214T0000-c54de7,0.2063,20260213T0000-8c1cc9,3.362
2026-02-14 01:00:00+00:00,2026-02-14T06:00:00+05:00,0.299,0.2873,0.3102,0.0179,0.8679,0,20260214T0000-c54de7,0.0511,20260213T0000-8c1cc9,1.495
2026-02-14 02:00:00+00:00,2026-02-14T07:00:00+05:00,0.0678,0.0712,0.0629,0.0021,0.3858,0,20260214T0000-c54de7,0.0219,20260213T0000-8c1cc9,0.339
2026-02-14 03:00:00+00:00,2026-02-14T08:00:00+05:00,0.0656,0.0763,0.0546,0.0006,0.3696,0,20260214T0000-c54de7,0.0171,20260213T0000-8c1cc9,0.328
2026-02-14 04:00:00+00:00,2026-02-14T09:00:00+05:00,0.0217,0.032,0.0091,0.0,0.131,0,20260214T0000-c54de7,0.0143,20260213T0000-8c1cc9,0.108
2026-02-14 05:00:00+00:00,2026-02-14T10:00:00+05:00,0.02,0.0138,0.0075,0.0,0.1996,0,20260214T0000-c54de7,0.0191,20260213T0000-8c1cc9,0.1
2026-02-14 06:00:00+00:00,2026-02-14T11:00:00+05:00,0.008,0.0,0.01,0.0052,0.2571,0,20260214T0000-c54de7,0.0163,20260213T0000-8c1cc9,0.04
2026-02-14 07:00:00+00:00,2026-02-14T12:00:00+05:00,0.055,0.0674,0.0559,0.0,0.2616,0,20260214T0000-c54de7,0.0606,20260213T0000-8c1cc9,0.275
2026-02-14 08:00:00+00:00,2026-02-14T13:00:00+05:00,0.061,0.084,0.0731,0.0,0.2899,0,20260214T0000-c54de7,0.1272,20260213T0000-8c1cc9,0.305
2026-02-14 09:00:00+00:00,2026-02-14T14:00:00+05:00,0.1363,0.1431,0.1252,0.0,0.4104,1,20260214T0000-c54de7,0.1678,20260213T0000-8c1cc9,0.682
2026-02-14 10:00:00+00:00,2026-02-14T15:00:00+05:00,0.0358,0.0261,0.0343,0.0,0.1436,1,20260214T0000-c54de7,0.0849,20260213T0000-8c1cc9,0.179
2026-02-14 11:00:00+00:00,2026-02-14T16:00:00+05:00,0.0487,0.0407,0.0712,0.0027,0.2259,1,20260214T0000-c54de7,0.1208,20260213T0000-8c1cc9,0.244
2026-02-14 12:00:00+00:00,2026-02-14T17:00:00+05:00,0.088,0.0849,0.0847,0.0232,0.2285,1,20260214T0000-c54de7,0.1346,20260213T0000-8c1cc9,0.44
2026-02-14 13:00:00+00:00,2026-02-14T18:00:00+05:00,0.0878,0.0666,0.0774,0.0035,0.3055,1,20260214T0000-c54de7,0.1294,20260213T0000-8c1cc9,0.439
2026-02-14 14:00:00+00:00,2026-02-14T19:00:00+05:00,0.0683,0.0531,0.0716,0.0065,0.2489,1,20260214T0000-c54de7,0.1478,20260213T0000-8c1cc9,0.342
2026-02-14 15:00:00+00:00,2026-02-14T20:00:00+05:00,0.044,0.048,0.0418,0.0,0.2898,1,20260214T0000-c54de7,0.2229,20260213T0000-8c1cc9,0.22
2026-02-14 16:00:00+00:00,2026-02-14T21:00:00+05:00,0.046,0.0389,0.0394,0.0,0.313,1,20260214T0000-c54de7,0.2683,20260213T0000-8c1cc9,0.23
2026-02-14 17:00:00+00:00,2026-02-14T22:00:00+05:00,0.0317,0.0554,0.0534,0.0,0.2557,1,20260214T0000-c54de7,0.154,20260213T0000-8c1cc9,0.158
2026-02-14 18:00:00+00:00,2026-02-14T23:00:00+05:00,0.0174,0.0118,0.0188,0.0,0.1178,1,20260214T0000-c54de7,0.1096,20260213T0000-8c1cc9,0.087
2026-02-14 19:00:00+00:00,2026-02-15T00:00:00+05:00,0.0142,0.0135,0.021,0.0,0.0679,0,20260215T0000-bb3b9d,0.0298,20260214T0000-c54de7,0.071
2026-02-14 20:00:00+00:00,2026-02-15T01:00:00+05:00,0.0118,0.0191,0.0141,0.0,0.0718,0,20260215T0000-bb3b9d,0.0143,20260214T0000-c54de7,0.059
2026-02-14 21:00:00+00:00,2026-02-15T02:00:00+05:00,0.0096,0.0135,0.0139,0.0,0.0728,0,20260215T0000-bb3b9d,0.0122,20260214T0000-c54de7,0.048
2026-02-14 22:00:00+00:00,2026-02-15T03:00:00+05:00,0.0213,0.0315,0.026,0.0,0.1626,0,20260215T0000-bb3b9d,0.0134,20260214T0000-c54de7,0.106
2026-02-14 23:00:00+00:00,2026-02-15T04:00:00+05:00,0.026,0.052,0.0386,0.0,0.2786,0,20260215T0000-bb3b9d,0.0287,20260214T0000-c54de7,0.13
2026-02-15 00:00:00+00:00,2026-02-15T05:00:00+05:00,0.0259,0.0453,0.0277,0.0,0.2219,0,20260215T0000-bb3b9d,0.0465,20260214T0000-c54de7,0.13
2026-02-15 01:00:00+00:00,2026-02-15T06:00:00+05:00,0.0781,0.0994,0.0685,0.0,0.5471,0,20260215T0000-bb3b9d,0.0733,20260214T0000-c54de7,0.39
2026-02-15 02:00:00+00:00,2026-02-15T07:00:00+05:00,0.1128,0.1236,0.116,0.0,0.5707,0,20260215T0000-bb3b9d,0.1527,20260214T0000-c54de7,0.564
2026-02-15 03:00:00+00:00,2026-02-15T08:00:00+05:00,0.354,0.3829,0.3416,0.0356,0.9089,0,20260215T0000-bb3b9d,0.297,20260214T0000-c54de7,1.77
2026-02-15 04:00:00+00:00,2026-02-15T09:00:00+05:00,0.5508,0.5354,0.5157,0.1459,0.986,0,20260215T0000-bb3b9d,0.4492,20260214T0000-c54de7,2.754
2026-02-15 05:00:00+00:00,2026-02-15T10:00:00+05:00,0.7167,0.7181,0.7358,0.2638,0.9744,0,20260215T0000-bb3b9d,0.7194,20260214T0000-c54de7,3.584
2026-02-15 06:00:00+00:00,2026-02-15T11:00:00+05:00,0.8244,0.8149,0.847,0.3657,0.9922,0,20260215T0000-bb3b9d,0.7737,20260214T0000-c54de7,4.122
2026-02-15 07:00:00+00:00,2026-02-15T12:00:00+05:00,0.8985,0.9115,0.9083,0.5723,0.9834,0,20260215T0000-bb3b9d,0.8482,20260214T0000-c54de7,4.492
2026-02-15 08:00:00+00:00,2026-02-15T13:00:00+05:00,0.9494,0.9769,0.946,0.6311,1.0,0,20260215T0000-bb3b9d,0.9474,20260214T0000-c54de7,4.747
2026-02-15 09:00:00+00:00,2026-02-15T14:00:00+05:00,0.9311,0.9626,0.9355,0.619,0.9948,1,20260215T0000-bb3b9d,0.9365,20260214T0000-c54de7,4.656
2026-02-15 10:00:00+00:00,2026-02-15T15:00:00+05:00,0.9403,0.9749,0.9422,0.5868,1.0,1,20260215T0000-bb3b9d,0.9398,20260214T0000-c54de7,4.702
2026-02-15 11:00:00+00:00,2026-02-15T16:00:00+05:00,1.0,1.0,0.9821,0.5788,1.0,1,20260215T0000-bb3b9d,0.9781,20260214T0000-c54de7,5.0
2026-02-15 12:00:00+00:00,2026-02-15T17:00:00+05:00,1.0,1.0,0.9888,0.5099,1.0,1,20260215T0000-bb3b9d,0.9213,20260214T0000-c54de7,5.0
2026-02-15 13:00:00+00:00,2026-02-15T18:00:00+05:00,0.9685,0.9781,0.9436,0.4433,1.0,1,20260215T0000-bb3b9d,0.7656,20260214T0000-c54de7,4.842
2026-02-15 14:00:00+00:00,2026-02-15T19:00:00+05:00,0.9702,0.9714,0.9629,0.4172,1.0,1,20260215T0000-bb3b9d,0.7431,20260214T0000-c54de7,4.851
2026-02-15 15:00:00+00:00,2026-02-15T20:00:00+05:00,0.9798,0.9941,0.9576,0.4327,1.0,1,20260215T0000-bb3b9d,0.7401,20260214T0000-c54de7,4.899
2026-02-15 16:00:00+00:00,2026-02-15T21:00:00+05:00,0.9231,0.9311,0.8954,0.3482,1.0,1,20260215T0000-bb3b9d,0.7902,20260214T0000-c54de7,4.616
2026-02-15 17:00:00+00:00,2026-02-15T22:00:00+05:00,0.6657,0.7226,0.6486,0.2152,0.9877,1,20260215T0000-bb3b9d,0.8311,20260214T0000-c54de7,3.328
2026-02-15 18:00:00+00:00,2026-02-15T23:00:00+05:00,0.4885,0.5462,0.4631,0.1,0.9232,1,20260215T0000-bb3b9d,0.7987,20260214T0000-c54de7,2.442
2026-02-15 19:00:00+00:00,2026-02-16T00:00:00+05:00,0.3754,0.4198,0.3712,0.0789,0.8846,0,20260216T0000-962c60,0.6326,20260215T0000-bb3b9d,1.877
2026-02-15 20:00:00+00:00,2026-02-16T01:00:00+05:00,0.4788,0.5025,0.4951,0.0676,0.9524,0,20260216T0000-962c60,0.5869,20260215T0000-bb3b9d,2.394
2026-02-15 21:00:00+00:00,2026-02-16T02:00:00+05:00,0.505,0.5558,0.5322,0.0905,0.9316,0,20260216T0000-962c60,0.5556,20260215T0000-bb3b9d,2.525
2026-02-15 22:00:00+00:00,2026-02-16T03:00:00+05:00,0.429,0.4327,0.4228,0.0506,0.9595,0,20260216T0000-962c60,0.3668,20260215T0000-bb3b9d,2.145
2026-02-15 23:00:00+00:00,2026-02-16T04:00:00+05:00,0.4723,0.4619,0.4354,0.0737,0.9403,0,20260216T0000-962c60,0.3484,20260215T0000-bb3b9d,2.362
2026-02-16 00:00:00+00:00,2026-02-16T05:00:00+05:00,0.5216,0.5564,0.5053,0.0829,0.9776,0,20260216T0000-962c60,0.3946,20260215T0000-bb3b9d,2.608
2026-02-16 01:00:00+00:00,2026-02-16T06:00:00+05:00,0.4753,0.4999,0.4267,0.0941,0.9296,0,20260216T0000-962c60,0.314,20260215T0000-bb3b9d,2.376
2026-02-16 02:00:00+00:00,2026-02-16T07:00:00+05:00,0.3791,0.3926,0.3457,0.0784,0.905,0,20260216T0000-962c60,0.2656,20260215T0000-bb3b9d,1.896
2026-02-16 03:00:00+00:00,2026-02-16T08:00:00+05:00,0.364,0.3572,0.3388,0.0523,0.8904,0,20260216T0000-962c60,0.3879,20260215T0000-bb3b9d,1.82
2026-02-16 04:00:00+00:00,2026-02-16T09:00:00+05:00,0.6087,0.6331,0.5729,0.1539,1.0,0,20260216T0000-962c60,0.6305,20260215T0000-bb3b9d,3.044
2026-02-16 05:00:00+00:00,2026-02-16T10:00:00+05:00,0.3335,0.3077,0.3175,0.045,0.921,0,20260216T0000-962c60,0.3202,20260215T0000-bb3b9d,1.668
2026-02-16 06:00:00+00:00,2026-02-16T11:00:00+05:00,0.6726,0.657,0.7115,0.2695,0.9939,0,20260216T0000-962c60,0.4373,20260215T0000-bb3b9d,3.363
2026-02-16 07:00:00+00:00,2026-02-16T12:00:00+05:00,0.6562,0.5646,0.6589,0.2614,0.932,0,20260216T0000-962c60,0.3526,20260215T0000-bb3b9d,3.281
2026-02-16 08:00:00+00:00,2026-02-16T13:00:00+05:00,0.4738,0.4925,0.5152,0.2115,0.9154,0,20260216T0000-962c60,0.2263,20260215T0000-bb3b9d,2.369
2026-02-16 09:00:00+00:00,2026-02-16T14:00:00+05:00,0.4746,0.4638,0.5506,0.1346,0.9092,1,20260216T0000-962c60,0.2954,20260215T0000-bb3b9d,2.373
2026-02-16 10:00:00+00:00,2026-02-16T15:00:00+05:00,0.4542,0.3736,0.4502,0.1618,0.9235,1,20260216T0000-962c60,0.3961,20260215T0000-bb3b9d,2.271
2026-02-16 11:00:00+00:00,2026-02-16T16:00:00+05:00,0.3463,0.2848,0.3461,0.1241,0.8662,1,20260216T0000-962c60,0.4819,20260215T0000-bb3b9d,1.732
2026-02-16 12:00:00+00:00,2026-02-16T17:00:00+05:00,0.3411,0.3042,0.3119,0.1008,0.8918,1,20260216T0000-962c60,0.6923,20260215T0000-bb3b9d,1.706
2026-02-16 13:00:00+00:00,2026-02-16T18:00:00+05:00,0.4971,0.4928,0.4776,0.1083,0.938,1,20260216T0000-962c60,0.555,20260215T0000-bb3b9d,2.486
2026-02-16 14:00:00+00:00,2026-02-16T19:00:00+05:00,0.4083,0.3904,0.3892,0.0549,0.9014,1,20260216T0000-962c60,0.4693,20260215T0000-bb3b9d,2.042
2026-02-16 15:00:00+00:00,2026-02-16T20:00:00+05:00,0.3616,0.3509,0.3359,0.0292,0.8713,1,20260216T0000-962c60,0.5228,20260215T0000-bb3b9d,1.808
2026-02-16 16:00:00+00:00,2026-02-16T21:00:00+05:00,0.3669,0.3324,0.3463,0.0285,0.8585,1,20260216T0000-962c60,0.5534,20260215T0000-bb3b9d,1.834
2026-02-16 17:00:00+00:00,2026-02-16T22:00:00+05:00,0.2628,0.2467,0.2267,0.0268,0.8209,1,20260216T0000-962c60,0.6526,20260215T0000-bb3b9d,1.314
2026-02-16 18:00:00+00:00,2026-02-16T23:00:00+05:00,0.1875,0.1996,0.1707,0.0098,0.7359,1,20260216T0000-962c60,0.6523,20260215T0000-bb3b9d,0.938
2026-02-16 19:00:00+00:00,2026-02-17T00:00:00+05:00,0.1714,0.202,0.1615,0.0086,0.7073,0,20260217T0000-56e760,0.2892,20260216T0000-962c60,0.857
2026-02-16 20:00:00+00:00,2026-02-17T01:00:00+05:00,0.2528,0.2604,0.2576,0.0204,0.7986,0,20260217T0000-56e760,0.2825,20260216T0000-962c60,1.264
2026-02-16 21:00:00+00:00,2026-02-17T02:00:00+05:00,0.2868,0.3048,0.2919,0.0259,0.8711,0,20260217T0000-56e760,0.2941,20260216T0000-962c60,1.434
2026-02-16 22:00:00+00:00,2026-02-17T03:00:00+05:00,0.3764,0.3916,0.3564,0.0555,0.926,0,20260217T0000-56e760,0.2777,20260216T0000-962c60,1.882
2026-02-16 23:00:00+00:00,2026-02-17T04:00:00+05:00,0.2822,0.2973,0.2874,0.0177,0.8503,0,20260217T0000-56e760,0.27,20260216T0000-962c60,1.411
2026-02-17 00:00:00+00:00,2026-02-17T05:00:00+05:00,0.0173,0.0537,0.0369,0.0,0.1126,0,20260217T0000-56e760,0.0877,20260216T0000-962c60,0.086
2026-02-17 01:00:00+00:00,2026-02-17T06:00:00+05:00,0.0124,0.0283,0.0174,0.0,0.0914,0,20260217T0000-56e760,0.1134,20260216T0000-962c60,0.062
2026-02-17 02:00:00+00:00,2026-02-17T07:00:00+05:00,0.0312,0.0454,0.0339,0.0,0.1928,0,20260217T0000-56e760,0.0292,20260216T0000-962c60,0.156
2026-02-17 03:00:00+00:00,2026-02-17T08:00:00+05:00,0.0543,0.0768,0.0568,0.0,0.3956,0,20260217T0000-56e760,0.041,20260216T0000-962c60,0.272
2026-02-17 04:00:00+00:00,2026-02-17T09:00:00+05:00,0.1495,0.1885,0.156,0.0021,0.6077,0,20260217T0000-56e760,0.0335,20260216T0000-962c60,0.747
2026-02-17 05:00:00+00:00,2026-02-17T10:00:00+05:00,0.1947,0.2275,0.1961,0.0011,0.7777,0,20260217T0000-56e760,0.1415,20260216T0000-962c60,0.974
2026-02-17 06:00:00+00:00,2026-02-17T11:00:00+05:00,0.1194,0.1049,0.1343,0.0308,0.6467,0,20260217T0000-56e760,0.1132,20260216T0000-962c60,0.597
2026-02-17 07:00:00+00:00,2026-02-17T12:00:00+05:00,0.4163,0.4387,0.4197,0.1461,0.9269,0,20260217T0000-56e760,0.3149,20260216T0000-962c60,2.082
2026-02-17 08:00:00+00:00,2026-02-17T13:00:00+05:00,0.3363,0.3506,0.3437,0.1408,0.8464,0,20260217T0000-56e760,0.2809,20260216T0000-962c60,1.682
2026-02-17 09:00:00+00:00,2026-02-17T14:00:00+05:00,0.3588,0.3177,0.3717,0.1534,0.8898,1,20260217T0000-56e760,0.3367,20260216T0000-962c60,1.794
2026-02-17 10:00:00+00:00,2026-02-17T15:00:00+05:00,0.3574,0.3324,0.3473,0.1567,0.9016,1,20260217T0000-56e760,0.4201,20260216T0000-962c60,1.787
2026-02-17 11:00:00+00:00,2026-02-17T16:00:00+05:00,0.4236,0.4136,0.4082,0.1602,0.8836,1,20260217T0000-56e760,0.5662,20260216T0000-962c60,2.118
2026-02-17 12:00:00+00:00,2026-02-17T17:00:00+05:00,0.5167,0.522,0.5512,0.0994,1.0,1,20260217T0000-56e760,0.3613,20260216T0000-962c60,2.584
2026-02-17 13:00:00+00:00,2026-02-17T18:00:00+05:00,0.4844,0.5333,0.5364,0.085,0.9896,1,20260217T0000-56e760,0.4155,20260216T0000-962c60,2.422
2026-02-17 14:00:00+00:00,2026-02-17T19:00:00+05:00,0.549,0.5642,0.5516,0.1108,0.9698,1,20260217T0000-56e760,0.4332,20260216T0000-962c60,2.745
2026-02-17 15:00:00+00:00,2026-02-17T20:00:00+05:00,0.5791,0.6255,0.6029,0.1293,0.9576,1,20260217T0000-56e760,0.4957,20260216T0000-962c60,2.895
2026-02-17 16:00:00+00:00,2026-02-17T21:00:00+05:00,0.5787,0.6164,0.5786,0.1409,0.9662,1,20260217T0000-56e760,0.5892,20260216T0000-962c60,2.894
2026-02-17 17:00:00+00:00,2026-02-17T22:00:00+05:00,0.5443,0.5646,0.5232,0.0933,0.9649,1,20260217T0000-56e760,0.5781,20260216T0000-962c60,2.722
2026-02-17 18:00:00+00:00,2026-02-17T23:00:00+05:00,0.4442,0.4482,0.4114,0.0829,0.9626,1,20260217T0000-56e760,0.7328,20260216T0000-962c60,2.221
2026-02-17 19:00:00+00:00,2026-02-18T00:00:00+05:00,0.465,0.4914,0.4409,0.09,0.9566,0,20260218T0000-1702fc,0.6004,20260217T0000-56e760,2.325
2026-02-17 20:00:00+00:00,2026-02-18T01:00:00+05:00,0.5664,0.6036,0.5306,0.122,0.9638,0,20260218T0000-1702fc,0.7111,20260217T0000-56e760,2.832
2026-02-17 21:00:00+00:00,2026-02-18T02:00:00+05:00,0.5169,0.5085,0.4995,0.1049,0.9495,0,20260218T0000-1702fc,0.6638,20260217T0000-56e760,2.585
2026-02-17 22:00:00+00:00,2026-02-18T03:00:00+05:00,0.5737,0.5925,0.551,0.1309,0.9768,0,20260218T0000-1702fc,0.6501,20260217T0000-56e760,2.868
2026-02-17 23:00:00+00:00,2026-02-18T04:00:00+05:00,0.6463,0.7024,0.6436,0.1996,0.9816,0,20260218T0000-1702fc,0.6485,20260217T0000-56e760,3.232
2026-02-18 00:00:00+00:00,2026-02-18T05:00:00+05:00,0.7476,0.7941,0.7019,0.2348,0.998,0,20260218T0000-1702fc,0.7962,20260217T0000-56e760,3.738
2026-02-18 01:00:00+00:00,2026-02-18T06:00:00+05:00,0.6732,0.6985,0.6541,0.1675,0.9971,0,20260218T0000-1702fc,0.8221,20260217T0000-56e760,3.366
2026-02-18 02:00:00+00:00,2026-02-18T07:00:00+05:00,0.768,0.8108,0.7211,0.2233,0.999,0,20260218T0000-1702fc,0.8176,20260217T0000-56e760,3.84
2026-02-18 03:00:00+00:00,2026-02-18T08:00:00+05:00,0.9188,0.9163,0.9046,0.3811,1.0,0,20260218T0000-1702fc,0.9161,20260217T0000-56e760,4.594
2026-02-18 04:00:00+00:00,2026-02-18T09:00:00+05:00,0.9382,0.9334,0.9067,0.4882,1.0,0,20260218T0000-1702fc,0.8549,20260217T0000-56e760,4.691
2026-02-18 05:00:00+00:00,2026-02-18T10:00:00+05:00,0.9408,0.9826,0.9337,0.6269,0.9989,0,20260218T0000-1702fc,0.8647,20260217T0000-56e760,4.704
2026-02-18 06:00:00+00:00,2026-02-18T11:00:00+05:00,0.9759,1.0,0.9686,0.7987,0.9953,0,20260218T0000-1702fc,0.9633,20260217T0000-56e760,4.88
2026-02-18 07:00:00+00:00,2026-02-18T12:00:00+05:00,0.98,1.0,0.9724,0.8107,1.0,0,20260218T0000-1702fc,0.9788,20260217T0000-56e760,4.9
2026-02-18 08:00:00+00:00,2026-02-18T13:00:00+05:00,0.9863,1.0,0.9781,0.7709,1.0,0,20260218T0000-1702fc,0.9811,20260217T0000-56e760,4.932
2026-02-18 09:00:00+00:00,2026-02-18T14:00:00+05:00,0.9854,1.0,0.9744,0.763,1.0,1,20260218T0000-1702fc,0.9806,20260217T0000-56e760,4.927
2026-02-18 10:00:00+00:00,2026-02-18T15:00:00+05:00,0.9692,0.9978,0.9634,0.6154,0.9953,1,20260218T0000-1702fc,0.9768,20260217T0000-56e760,4.846
2026-02-18 11:00:00+00:00,2026-02-18T16:00:00+05:00,0.9793,1.0,0.9729,0.6529,0.9959,1,20260218T0000-1702fc,0.9769,20260217T0000-56e760,4.896
2026-02-18 12:00:00+00:00,2026-02-18T17:00:00+05:00,0.9725,0.9931,0.9678,0.5409,1.0,1,20260218T0000-1702fc,0.8588,20260217T0000-56e760,4.862
2026-02-18 13:00:00+00:00,2026-02-18T18:00:00+05:00,0.8711,0.9511,0.8588,0.3245,1.0,1,20260218T0000-1702fc,0.6554,20260217T0000-56e760,4.356
2026-02-18 14:00:00+00:00,2026-02-18T19:00:00+05:00,0.7999,0.8221,0.7809,0.2443,1.0,1,20260218T0000-1702fc,0.4437,20260217T0000-56e760,4.0
2026-02-18 15:00:00+00:00,2026-02-18T20:00:00+05:00,0.5733,0.5603,0.5434,0.093,0.9656,1,20260218T0000-1702fc,0.4059,20260217T0000-56e760,2.867
2026-02-18 16:00:00+00:00,2026-02-18T21:00:00+05:00,0.5271,0.5188,0.5164,0.1398,0.9568,1,20260218T0000-1702fc,0.3992,20260217T0000-56e760,2.636
2026-02-18 17:00:00+00:00,2026-02-18T22:00:00+05:00,0.382,0.4074,0.3421,0.041,0.8896,1,20260218T0000-1702fc,0.3877,20260217T0000-56e760,1.91
2026-02-18 18:00:00+00:00,2026-02-18T23:00:00+05:00,0.3941,0.4234,0.36,0.0467,0.8834,1,20260218T0000-1702fc,0.3756,20260217T0000-56e760,1.97
2026-02-18 19:00:00+00:00,2026-02-19T00:00:00+05:00,0.3544,0.3881,0.3403,0.0524,0.8756,0,20260219T0000-02e34e,0.3926,20260218T0000-1702fc,1.772
2026-02-18 20:00:00+00:00,2026-02-19T01:00:00+05:00,0.2724,0.2995,0.2722,0.024,0.7839,0,20260219T0000-02e34e,0.2744,20260218T0000-1702fc,1.362
2026-02-18 21:00:00+00:00,2026-02-19T02:00:00+05:00,0.2593,0.2762,0.2465,0.0065,0.7513,0,20260219T0000-02e34e,0.3106,20260218T0000-1702fc,1.296
2026-02-18 22:00:00+00:00,2026-02-19T03:00:00+05:00,0.235,0.271,0.2358,0.0064,0.7294,0,20260219T0000-02e34e,0.3233,20260218T0000-1702fc,1.175
2026-02-18 23:00:00+00:00,2026-02-19T04:00:00+05:00,0.2573,0.2705,0.2438,0.0017,0.7195,0,20260219T0000-02e34e,0.2209,20260218T0000-1702fc,1.286
2026-02-19 00:00:00+00:00,2026-02-19T05:00:00+05:00,0.1594,0.1772,0.1517,0.018,0.586,0,20260219T0000-02e34e,0.2962,20260218T0000-1702fc,0.797
2026-02-19 01:00:00+00:00,2026-02-19T06:00:00+05:00,0.1356,0.1472,0.1349,0.0108,0.5632,0,20260219T0000-02e34e,0.3147,20260218T0000-1702fc,0.678
2026-02-19 02:00:00+00:00,2026-02-19T07:00:00+05:00,0.1204,0.139,0.1235,0.0111,0.5566,0,20260219T0000-02e34e,0.2509,20260218T0000-1702fc,0.602
2026-02-19 03:00:00+00:00,2026-02-19T08:00:00+05:00,0.1229,0.1398,0.1182,0.0033,0.5998,0,20260219T0000-02e34e,0.2966,20260218T0000-1702fc,0.614
2026-02-19 04:00:00+00:00,2026-02-19T09:00:00+05:00,0.2509,0.3147,0.2843,0.0374,0.7758,0,20260219T0000-02e34e,0.561,20260218T0000-1702fc,1.255
2026-02-19 05:00:00+00:00,2026-02-19T10:00:00+05:00,0.3507,0.3295,0.2955,0.0495,0.8382,0,20260219T0000-02e34e,0.3342,20260218T0000-1702fc,1.754
2026-02-19 06:00:00+00:00,2026-02-19T11:00:00+05:00,0.1658,0.1557,0.1554,0.005,0.6698,0,20260219T0000-02e34e,0.3184,20260218T0000-1702fc,0.829
2026-02-19 07:00:00+00:00,2026-02-19T12:00:00+05:00,0.2677,0.2903,0.2377,0.0248,0.7955,0,20260219T0000-02e34e,0.2622,20260218T0000-1702fc,1.338
2026-02-19 08:00:00+00:00,2026-02-19T13:00:00+05:00,0.2352,0.2749,0.247,0.0133,0.721,0,20260219T0000-02e34e,0.1921,20260218T0000-1702fc,1.176
